"Major area, region, country or area *",Period,Age (x),Age interval (n),"Central death rate m(x,n)"
Jamaica,2010-2015,15,5,0.00060
Jamaica,2010-2015,20,5,0.00115
Jamaica,2010-2015,25,5,0.00195
Jamaica,2010-2015,30,5,0.00269
Jamaica,2010-2015,35,5,0.00323
Jamaica,2010-2015,40,5,0.00364
Jamaica,2010-2015,45,5,0.00420
Jamaica,2010-2015,50,5,0.00499
Jamaica,2010-2015,55,5,0.00668
Jamaica,2010-2015,60,5,0.01057
Jamaica,2010-2015,65,5,0.01720
Jamaica,2010-2015,70,5,0.02759
Jamaica,2010-2015,75,5,0.04614
Jamaica,2010-2015,80,5,0.07284
Jamaica,2010-2015,85,15,0.15347
Japan,2010-2015,0,1,0.00220
Japan,2010-2015,1,4,0.00021
Japan,2010-2015,5,5,0.00009
Japan,2010-2015,10,5,0.00009
Japan,2010-2015,15,5,0.00023
Japan,2010-2015,20,5,0.00041
Japan,2010-2015,25,5,0.00047
Japan,2010-2015,30,5,0.00053
Japan,2010-2015,35,5,0.00073
Japan,2010-2015,40,5,0.00111
Japan,2010-2015,45,5,0.00173
Japan,2010-2015,50,5,0.00274
Japan,2010-2015,55,5,0.00415
Japan,2010-2015,60,5,0.00657
Japan,2010-2015,65,5,0.00991
Japan,2010-2015,70,5,0.01525
Japan,2010-2015,75,5,0.02659
Japan,2010-2015,80,5,0.04850
Japan,2010-2015,85,15,0.13367
Jordan,2010-2015,0,1,0.01734
Jordan,2010-2015,1,4,0.00070
Jordan,2010-2015,5,5,0.00035
Jordan,2010-2015,10,5,0.00030
Jordan,2010-2015,15,5,0.00055
Jordan,2010-2015,20,5,0.00078
Jordan,2010-2015,25,5,0.00085
Jordan,2010-2015,30,5,0.00101
Jordan,2010-2015,35,5,0.00135
Jordan,2010-2015,40,5,0.00202
Jordan,2010-2015,45,5,0.00334
Jordan,2010-2015,50,5,0.00539
Jordan,2010-2015,55,5,0.00884
Jordan,2010-2015,60,5,0.01425
Jordan,2010-2015,65,5,0.02376
Jordan,2010-2015,70,5,0.04030
Jordan,2010-2015,75,5,0.06800
Jordan,2010-2015,80,5,0.11526
Jordan,2010-2015,85,15,0.21923
Kazakhstan,2010-2015,0,1,0.01431
Kazakhstan,2010-2015,1,4,0.00085
Kazakhstan,2010-2015,5,5,0.00037
Kazakhstan,2010-2015,10,5,0.00036
Kazakhstan,2010-2015,15,5,0.00078
Kazakhstan,2010-2015,20,5,0.00136
Kazakhstan,2010-2015,25,5,0.00200
Kazakhstan,2010-2015,30,5,0.00307
Kazakhstan,2010-2015,35,5,0.00412
Kazakhstan,2010-2015,40,5,0.00516
Kazakhstan,2010-2015,45,5,0.00699
Kazakhstan,2010-2015,50,5,0.01024
Kazakhstan,2010-2015,55,5,0.01495
Kazakhstan,2010-2015,60,5,0.02224
Kazakhstan,2010-2015,65,5,0.03093
Kazakhstan,2010-2015,70,5,0.04941
Kazakhstan,2010-2015,75,5,0.08611
Kazakhstan,2010-2015,80,5,0.13478
Kazakhstan,2010-2015,85,15,0.22778
Kenya,2010-2015,0,1,0.05480
Kenya,2010-2015,1,4,0.00686
Kenya,2010-2015,5,5,0.00293
Kenya,2010-2015,10,5,0.00265
Kenya,2010-2015,15,5,0.00293
Kenya,2010-2015,20,5,0.00364
Kenya,2010-2015,25,5,0.00508
Kenya,2010-2015,30,5,0.00659
Kenya,2010-2015,35,5,0.00919
Kenya,2010-2015,40,5,0.00919
Kenya,2010-2015,45,5,0.00916
Kenya,2010-2015,50,5,0.01012
Kenya,2010-2015,55,5,0.01245
Kenya,2010-2015,60,5,0.01870
Kenya,2010-2015,65,5,0.02924
Kenya,2010-2015,70,5,0.04701
Kenya,2010-2015,75,5,0.07612
Kenya,2010-2015,80,5,0.12349
Kenya,2010-2015,85,15,0.22449
Kiribati,2010-2015,0,1,0.04854
Kiribati,2010-2015,1,4,0.00354
Kiribati,2010-2015,5,5,0.00114
Kiribati,2010-2015,10,5,0.00090
Kiribati,2010-2015,15,5,0.00147
Kiribati,2010-2015,20,5,0.00207
Kiribati,2010-2015,25,5,0.00223
Kiribati,2010-2015,30,5,0.00256
Kiribati,2010-2015,35,5,0.00323
Kiribati,2010-2015,40,5,0.00436
Kiribati,2010-2015,45,5,0.00626
Kiribati,2010-2015,50,5,0.00926
Kiribati,2010-2015,55,5,0.01385
Kiribati,2010-2015,60,5,0.02139
Kiribati,2010-2015,65,5,0.03345
Kiribati,2010-2015,70,5,0.05343
Kiribati,2010-2015,75,5,0.08609
Kiribati,2010-2015,80,5,0.13918
Kiribati,2010-2015,85,15,0.24504
Kuwait,2010-2015,0,1,0.00870
Kuwait,2010-2015,1,4,0.00064
Kuwait,2010-2015,5,5,0.00022
Kuwait,2010-2015,10,5,0.00025
Kuwait,2010-2015,15,5,0.00052
Kuwait,2010-2015,20,5,0.00058
Kuwait,2010-2015,25,5,0.00060
Kuwait,2010-2015,30,5,0.00068
Kuwait,2010-2015,35,5,0.00092
Kuwait,2010-2015,40,5,0.00137
Kuwait,2010-2015,45,5,0.00217
Kuwait,2010-2015,50,5,0.00383
Kuwait,2010-2015,55,5,0.00671
Kuwait,2010-2015,60,5,0.01342
Kuwait,2010-2015,65,5,0.02568
Kuwait,2010-2015,70,5,0.04842
Kuwait,2010-2015,75,5,0.08852
Kuwait,2010-2015,80,5,0.15569
Kuwait,2010-2015,85,15,0.28361
Kyrgyzstan,2010-2015,0,1,0.01991
Kyrgyzstan,2010-2015,1,4,0.00088
Kyrgyzstan,2010-2015,5,5,0.00043
Kyrgyzstan,2010-2015,10,5,0.00037
Kyrgyzstan,2010-2015,15,5,0.00062
Kyrgyzstan,2010-2015,20,5,0.00092
Kyrgyzstan,2010-2015,25,5,0.00135
Kyrgyzstan,2010-2015,30,5,0.00207
Kyrgyzstan,2010-2015,35,5,0.00335
Kyrgyzstan,2010-2015,40,5,0.00431
Kyrgyzstan,2010-2015,45,5,0.00604
Kyrgyzstan,2010-2015,50,5,0.00902
Kyrgyzstan,2010-2015,55,5,0.01276
Kyrgyzstan,2010-2015,60,5,0.01943
Kyrgyzstan,2010-2015,65,5,0.02730
Kyrgyzstan,2010-2015,70,5,0.04609
Kyrgyzstan,2010-2015,75,5,0.07001
Kyrgyzstan,2010-2015,80,5,0.14318
Kyrgyzstan,2010-2015,85,15,0.26004
Lao People's Democratic Republic,2010-2015,0,1,0.04864
Lao People's Democratic Republic,2010-2015,1,4,0.00355
Lao People's Democratic Republic,2010-2015,5,5,0.00116
Lao People's Democratic Republic,2010-2015,10,5,0.00092
Lao People's Democratic Republic,2010-2015,15,5,0.00151
Lao People's Democratic Republic,2010-2015,20,5,0.00211
Lao People's Democratic Republic,2010-2015,25,5,0.00230
Lao People's Democratic Republic,2010-2015,30,5,0.00264
Lao People's Democratic Republic,2010-2015,35,5,0.00329
Lao People's Democratic Republic,2010-2015,40,5,0.00440
Lao People's Democratic Republic,2010-2015,45,5,0.00630
Lao People's Democratic Republic,2010-2015,50,5,0.00934
Lao People's Democratic Republic,2010-2015,55,5,0.01409
Lao People's Democratic Republic,2010-2015,60,5,0.02172
Lao People's Democratic Republic,2010-2015,65,5,0.03400
Lao People's Democratic Republic,2010-2015,70,5,0.05483
Lao People's Democratic Republic,2010-2015,75,5,0.08840
Lao People's Democratic Republic,2010-2015,80,5,0.14207
Lao People's Democratic Republic,2010-2015,85,15,0.24763
LATIN AMERICA AND THE CARIBBEAN,2010-2015,0,1,0.02013
LATIN AMERICA AND THE CARIBBEAN,2010-2015,1,4,0.00153
LATIN AMERICA AND THE CARIBBEAN,2010-2015,5,5,0.00047
LATIN AMERICA AND THE CARIBBEAN,2010-2015,10,5,0.00043
LATIN AMERICA AND THE CARIBBEAN,2010-2015,15,5,0.00092
LATIN AMERICA AND THE CARIBBEAN,2010-2015,20,5,0.00142
LATIN AMERICA AND THE CARIBBEAN,2010-2015,25,5,0.00170
LATIN AMERICA AND THE CARIBBEAN,2010-2015,30,5,0.00190
LATIN AMERICA AND THE CARIBBEAN,2010-2015,35,5,0.00225
LATIN AMERICA AND THE CARIBBEAN,2010-2015,40,5,0.00292
LATIN AMERICA AND THE CARIBBEAN,2010-2015,45,5,0.00405
LATIN AMERICA AND THE CARIBBEAN,2010-2015,50,5,0.00583
LATIN AMERICA AND THE CARIBBEAN,2010-2015,55,5,0.00861
LATIN AMERICA AND THE CARIBBEAN,2010-2015,60,5,0.01286
LATIN AMERICA AND THE CARIBBEAN,2010-2015,65,5,0.01930
LATIN AMERICA AND THE CARIBBEAN,2010-2015,70,5,0.02988
LATIN AMERICA AND THE CARIBBEAN,2010-2015,75,5,0.04680
LATIN AMERICA AND THE CARIBBEAN,2010-2015,80,5,0.07246
LATIN AMERICA AND THE CARIBBEAN,2010-2015,85,15,0.14655
Latvia,2010-2015,0,1,0.00653
Latvia,2010-2015,1,4,0.00033
Latvia,2010-2015,5,5,0.00016
Latvia,2010-2015,10,5,0.00011
Latvia,2010-2015,15,5,0.00048
Latvia,2010-2015,20,5,0.00075
Latvia,2010-2015,25,5,0.00118
Latvia,2010-2015,30,5,0.00166
Latvia,2010-2015,35,5,0.00252
Latvia,2010-2015,40,5,0.00360
Latvia,2010-2015,45,5,0.00559
Latvia,2010-2015,50,5,0.00825
Latvia,2010-2015,55,5,0.01173
Latvia,2010-2015,60,5,0.01816
Latvia,2010-2015,65,5,0.02422
Latvia,2010-2015,70,5,0.03368
Latvia,2010-2015,75,5,0.05245
Latvia,2010-2015,80,5,0.08873
Latvia,2010-2015,85,15,0.18799
Least developed countries,2010-2015,0,1,0.06007
Least developed countries,2010-2015,1,4,0.00764
Least developed countries,2010-2015,5,5,0.00263
Least developed countries,2010-2015,10,5,0.00178
Least developed countries,2010-2015,15,5,0.00221
Least developed countries,2010-2015,20,5,0.00287
Least developed countries,2010-2015,25,5,0.00353
Least developed countries,2010-2015,30,5,0.00436
Least developed countries,2010-2015,35,5,0.00534
Least developed countries,2010-2015,40,5,0.00609
Least developed countries,2010-2015,45,5,0.00718
Least developed countries,2010-2015,50,5,0.00946
Least developed countries,2010-2015,55,5,0.01374
Least developed countries,2010-2015,60,5,0.02088
Least developed countries,2010-2015,65,5,0.03316
Least developed countries,2010-2015,70,5,0.05207
Least developed countries,2010-2015,75,5,0.08006
Least developed countries,2010-2015,80,5,0.12090
Least developed countries,2010-2015,85,15,0.20744
Lebanon,2010-2015,0,1,0.00937
Lebanon,2010-2015,1,4,0.00037
Lebanon,2010-2015,5,5,0.00018
Lebanon,2010-2015,10,5,0.00015
Lebanon,2010-2015,15,5,0.00028
Lebanon,2010-2015,20,5,0.00039
Lebanon,2010-2015,25,5,0.00042
Lebanon,2010-2015,30,5,0.00050
Lebanon,2010-2015,35,5,0.00067
Lebanon,2010-2015,40,5,0.00104
Lebanon,2010-2015,45,5,0.00183
Lebanon,2010-2015,50,5,0.00311
Lebanon,2010-2015,55,5,0.00530
Lebanon,2010-2015,60,5,0.00872
Lebanon,2010-2015,65,5,0.01554
Lebanon,2010-2015,70,5,0.02707
Lebanon,2010-2015,75,5,0.04636
Lebanon,2010-2015,80,5,0.08212
Lebanon,2010-2015,85,15,0.17768
Lesotho,2010-2015,0,1,0.06318
Lesotho,2010-2015,1,4,0.00591
Lesotho,2010-2015,5,5,0.00292
Lesotho,2010-2015,10,5,0.00331
Lesotho,2010-2015,15,5,0.00312
Lesotho,2010-2015,20,5,0.00434
Lesotho,2010-2015,25,5,0.01102
Lesotho,2010-2015,30,5,0.01788
Lesotho,2010-2015,35,5,0.02904
Lesotho,2010-2015,40,5,0.02910
Lesotho,2010-2015,45,5,0.02955
Lesotho,2010-2015,50,5,0.02563
Lesotho,2010-2015,55,5,0.02545
Lesotho,2010-2015,60,5,0.03012
Lesotho,2010-2015,65,5,0.04076
Lesotho,2010-2015,70,5,0.06072
Lesotho,2010-2015,75,5,0.09288
Lesotho,2010-2015,80,5,0.14285
Lesotho,2010-2015,85,15,0.24948
Less developed regions,2010-2015,0,1,0.04050
Less developed regions,2010-2015,1,4,0.00398
Less developed regions,2010-2015,5,5,0.00144
Less developed regions,2010-2015,10,5,0.00103
Less developed regions,2010-2015,15,5,0.00132
Less developed regions,2010-2015,20,5,0.00170
Less developed regions,2010-2015,25,5,0.00202
Less developed regions,2010-2015,30,5,0.00245
Less developed regions,2010-2015,35,5,0.00289
Less developed regions,2010-2015,40,5,0.00344
Less developed regions,2010-2015,45,5,0.00459
Less developed regions,2010-2015,50,5,0.00668
Less developed regions,2010-2015,55,5,0.01009
Less developed regions,2010-2015,60,5,0.01629
Less developed regions,2010-2015,65,5,0.02709
Less developed regions,2010-2015,70,5,0.04302
Less developed regions,2010-2015,75,5,0.06668
Less developed regions,2010-2015,80,5,0.10174
Less developed regions,2010-2015,85,15,0.18399
"Less developed regions, excluding China",2010-2015,0,1,0.04514
"Less developed regions, excluding China",2010-2015,1,4,0.00456
"Less developed regions, excluding China",2010-2015,5,5,0.00161
"Less developed regions, excluding China",2010-2015,10,5,0.00115
"Less developed regions, excluding China",2010-2015,15,5,0.00153
"Less developed regions, excluding China",2010-2015,20,5,0.00205
"Less developed regions, excluding China",2010-2015,25,5,0.00242
"Less developed regions, excluding China",2010-2015,30,5,0.00287
"Less developed regions, excluding China",2010-2015,35,5,0.00352
"Less developed regions, excluding China",2010-2015,40,5,0.00433
"Less developed regions, excluding China",2010-2015,45,5,0.00566
"Less developed regions, excluding China",2010-2015,50,5,0.00793
"Less developed regions, excluding China",2010-2015,55,5,0.01180
"Less developed regions, excluding China",2010-2015,60,5,0.01836
"Less developed regions, excluding China",2010-2015,65,5,0.02905
"Less developed regions, excluding China",2010-2015,70,5,0.04478
"Less developed regions, excluding China",2010-2015,75,5,0.06788
"Less developed regions, excluding China",2010-2015,80,5,0.10145
"Less developed regions, excluding China",2010-2015,85,15,0.18004
"Less developed regions, excluding least developed countries",2010-2015,0,1,0.03448
"Less developed regions, excluding least developed countries",2010-2015,1,4,0.00288
"Less developed regions, excluding least developed countries",2010-2015,5,5,0.00112
"Less developed regions, excluding least developed countries",2010-2015,10,5,0.00083
"Less developed regions, excluding least developed countries",2010-2015,15,5,0.00112
"Less developed regions, excluding least developed countries",2010-2015,20,5,0.00148
"Less developed regions, excluding least developed countries",2010-2015,25,5,0.00177
"Less developed regions, excluding least developed countries",2010-2015,30,5,0.00214
"Less developed regions, excluding least developed countries",2010-2015,35,5,0.00255
"Less developed regions, excluding least developed countries",2010-2015,40,5,0.00313
"Less developed regions, excluding least developed countries",2010-2015,45,5,0.00430
"Less developed regions, excluding least developed countries",2010-2015,50,5,0.00639
"Less developed regions, excluding least developed countries",2010-2015,55,5,0.00974
"Less developed regions, excluding least developed countries",2010-2015,60,5,0.01585
"Less developed regions, excluding least developed countries",2010-2015,65,5,0.02643
"Less developed regions, excluding least developed countries",2010-2015,70,5,0.04210
"Less developed regions, excluding least developed countries",2010-2015,75,5,0.06544
"Less developed regions, excluding least developed countries",2010-2015,80,5,0.10014
"Less developed regions, excluding least developed countries",2010-2015,85,15,0.18234
Liberia,2010-2015,0,1,0.06422
Liberia,2010-2015,1,4,0.00652
Liberia,2010-2015,5,5,0.00295
Liberia,2010-2015,10,5,0.00174
Liberia,2010-2015,15,5,0.00265
Liberia,2010-2015,20,5,0.00373
Liberia,2010-2015,25,5,0.00397
Liberia,2010-2015,30,5,0.00436
Liberia,2010-2015,35,5,0.00498
Liberia,2010-2015,40,5,0.00609
Liberia,2010-2015,45,5,0.00761
Liberia,2010-2015,50,5,0.01069
Liberia,2010-2015,55,5,0.01533
Liberia,2010-2015,60,5,0.02431
Liberia,2010-2015,65,5,0.03863
Liberia,2010-2015,70,5,0.06531
Liberia,2010-2015,75,5,0.11012
Liberia,2010-2015,80,5,0.18237
Liberia,2010-2015,85,15,0.30663
Libya,2010-2015,0,1,0.02483
Libya,2010-2015,1,4,0.00115
Libya,2010-2015,5,5,0.00044
Libya,2010-2015,10,5,0.00038
Libya,2010-2015,15,5,0.00103
Libya,2010-2015,20,5,0.00129
Libya,2010-2015,25,5,0.00135
Libya,2010-2015,30,5,0.00149
Libya,2010-2015,35,5,0.00190
Libya,2010-2015,40,5,0.00267
Libya,2010-2015,45,5,0.00389
Libya,2010-2015,50,5,0.00628
Libya,2010-2015,55,5,0.01016
Libya,2010-2015,60,5,0.01618
Libya,2010-2015,65,5,0.02653
Libya,2010-2015,70,5,0.04438
Libya,2010-2015,75,5,0.07416
Libya,2010-2015,80,5,0.12500
Libya,2010-2015,85,15,0.23154
Lithuania,2010-2015,0,1,0.00377
Lithuania,2010-2015,1,4,0.00024
Lithuania,2010-2015,5,5,0.00031
Lithuania,2010-2015,10,5,0.00017
Lithuania,2010-2015,15,5,0.00063
Lithuania,2010-2015,20,5,0.00099
Lithuania,2010-2015,25,5,0.00142
Lithuania,2010-2015,30,5,0.00205
Lithuania,2010-2015,35,5,0.00299
Lithuania,2010-2015,40,5,0.00411
Lithuania,2010-2015,45,5,0.00610
Lithuania,2010-2015,50,5,0.00872
Lithuania,2010-2015,55,5,0.01216
Lithuania,2010-2015,60,5,0.01742
Lithuania,2010-2015,65,5,0.02343
Lithuania,2010-2015,70,5,0.03935
Lithuania,2010-2015,75,5,0.06226
Lithuania,2010-2015,80,5,0.10214
Lithuania,2010-2015,85,15,0.18971
Lower-middle-income countries,2010-2015,0,1,0.04612
Lower-middle-income countries,2010-2015,1,4,0.00415
Lower-middle-income countries,2010-2015,5,5,0.00151
Lower-middle-income countries,2010-2015,10,5,0.00108
Lower-middle-income countries,2010-2015,15,5,0.00148
Lower-middle-income countries,2010-2015,20,5,0.00203
Lower-middle-income countries,2010-2015,25,5,0.00235
Lower-middle-income countries,2010-2015,30,5,0.00273
Lower-middle-income countries,2010-2015,35,5,0.00338
Lower-middle-income countries,2010-2015,40,5,0.00432
Lower-middle-income countries,2010-2015,45,5,0.00593
Lower-middle-income countries,2010-2015,50,5,0.00857
Lower-middle-income countries,2010-2015,55,5,0.01304
Lower-middle-income countries,2010-2015,60,5,0.02064
Lower-middle-income countries,2010-2015,65,5,0.03283
Lower-middle-income countries,2010-2015,70,5,0.05016
Lower-middle-income countries,2010-2015,75,5,0.07539
Lower-middle-income countries,2010-2015,80,5,0.11161
Lower-middle-income countries,2010-2015,85,15,0.19168
Low-income countries,2010-2015,0,1,0.06242
Low-income countries,2010-2015,1,4,0.00840
Low-income countries,2010-2015,5,5,0.00298
Low-income countries,2010-2015,10,5,0.00206
Low-income countries,2010-2015,15,5,0.00257
Low-income countries,2010-2015,20,5,0.00338
Low-income countries,2010-2015,25,5,0.00432
Low-income countries,2010-2015,30,5,0.00562
Low-income countries,2010-2015,35,5,0.00690
Low-income countries,2010-2015,40,5,0.00752
Low-income countries,2010-2015,45,5,0.00838
Low-income countries,2010-2015,50,5,0.01026
Low-income countries,2010-2015,55,5,0.01411
Low-income countries,2010-2015,60,5,0.02139
Low-income countries,2010-2015,65,5,0.03320
Low-income countries,2010-2015,70,5,0.05325
Low-income countries,2010-2015,75,5,0.08555
Low-income countries,2010-2015,80,5,0.13418
Low-income countries,2010-2015,85,15,0.23219
Luxembourg,2010-2015,0,1,0.00158
Luxembourg,2010-2015,1,4,0.00011
Luxembourg,2010-2015,5,5,0.00003
Luxembourg,2010-2015,10,5,0.00006
Luxembourg,2010-2015,15,5,0.00023
Luxembourg,2010-2015,20,5,0.00042
Luxembourg,2010-2015,25,5,0.00041
Luxembourg,2010-2015,30,5,0.00047
Luxembourg,2010-2015,35,5,0.00074
Luxembourg,2010-2015,40,5,0.00092
Luxembourg,2010-2015,45,5,0.00198
Luxembourg,2010-2015,50,5,0.00346
Luxembourg,2010-2015,55,5,0.00537
Luxembourg,2010-2015,60,5,0.00843
Luxembourg,2010-2015,65,5,0.01253
Luxembourg,2010-2015,70,5,0.01967
Luxembourg,2010-2015,75,5,0.03202
Luxembourg,2010-2015,80,5,0.06245
Luxembourg,2010-2015,85,15,0.15895
Madagascar,2010-2015,0,1,0.03796
Madagascar,2010-2015,1,4,0.00466
Madagascar,2010-2015,5,5,0.00212
Madagascar,2010-2015,10,5,0.00165
Madagascar,2010-2015,15,5,0.00228
Madagascar,2010-2015,20,5,0.00261
Madagascar,2010-2015,25,5,0.00286
Madagascar,2010-2015,30,5,0.00363
Madagascar,2010-2015,35,5,0.00458
Madagascar,2010-2015,40,5,0.00578
Madagascar,2010-2015,45,5,0.00747
Madagascar,2010-2015,50,5,0.00985
Madagascar,2010-2015,55,5,0.01375
Madagascar,2010-2015,60,5,0.02106
Madagascar,2010-2015,65,5,0.03462
Madagascar,2010-2015,70,5,0.05508
Madagascar,2010-2015,75,5,0.08533
Madagascar,2010-2015,80,5,0.12948
Madagascar,2010-2015,85,15,0.21935
Malawi,2010-2015,0,1,0.06309
Malawi,2010-2015,1,4,0.00451
Malawi,2010-2015,5,5,0.00195
Malawi,2010-2015,10,5,0.00285
Malawi,2010-2015,15,5,0.00219
Malawi,2010-2015,20,5,0.00208
Malawi,2010-2015,25,5,0.00491
Malawi,2010-2015,30,5,0.00867
Malawi,2010-2015,35,5,0.01333
Malawi,2010-2015,40,5,0.01244
Malawi,2010-2015,45,5,0.01027
Malawi,2010-2015,50,5,0.00863
Malawi,2010-2015,55,5,0.00966
Malawi,2010-2015,60,5,0.01377
Malawi,2010-2015,65,5,0.02170
Malawi,2010-2015,70,5,0.03856
Malawi,2010-2015,75,5,0.07152
Malawi,2010-2015,80,5,0.13010
Malawi,2010-2015,85,15,0.25458
Malaysia,2010-2015,0,1,0.00681
Malaysia,2010-2015,1,4,0.00039
Malaysia,2010-2015,5,5,0.00023
Malaysia,2010-2015,10,5,0.00028
Malaysia,2010-2015,15,5,0.00070
Malaysia,2010-2015,20,5,0.00079
Malaysia,2010-2015,25,5,0.00084
Malaysia,2010-2015,30,5,0.00122
Malaysia,2010-2015,35,5,0.00176
Malaysia,2010-2015,40,5,0.00246
Malaysia,2010-2015,45,5,0.00381
Malaysia,2010-2015,50,5,0.00620
Malaysia,2010-2015,55,5,0.00957
Malaysia,2010-2015,60,5,0.01457
Malaysia,2010-2015,65,5,0.02316
Malaysia,2010-2015,70,5,0.03873
Malaysia,2010-2015,75,5,0.06532
Malaysia,2010-2015,80,5,0.11017
Malaysia,2010-2015,85,15,0.19982
Maldives,2010-2015,0,1,0.00906
Maldives,2010-2015,1,4,0.00038
Maldives,2010-2015,5,5,0.00021
Maldives,2010-2015,10,5,0.00022
Maldives,2010-2015,15,5,0.00025
Maldives,2010-2015,20,5,0.00035
Maldives,2010-2015,25,5,0.00033
Maldives,2010-2015,30,5,0.00043
Maldives,2010-2015,35,5,0.00066
Maldives,2010-2015,40,5,0.00109
Maldives,2010-2015,45,5,0.00184
Maldives,2010-2015,50,5,0.00386
Maldives,2010-2015,55,5,0.00660
Maldives,2010-2015,60,5,0.01325
Maldives,2010-2015,65,5,0.02198
Maldives,2010-2015,70,5,0.04259
Maldives,2010-2015,75,5,0.07194
Maldives,2010-2015,80,5,0.09816
Maldives,2010-2015,85,15,0.17800
Mali,2010-2015,0,1,0.08931
Mali,2010-2015,1,4,0.01080
Mali,2010-2015,5,5,0.00330
Mali,2010-2015,10,5,0.00194
Mali,2010-2015,15,5,0.00292
Mali,2010-2015,20,5,0.00402
Mali,2010-2015,25,5,0.00428
Mali,2010-2015,30,5,0.00470
Mali,2010-2015,35,5,0.00534
Mali,2010-2015,40,5,0.00646
Mali,2010-2015,45,5,0.00798
Mali,2010-2015,50,5,0.01114
Mali,2010-2015,55,5,0.01585
Mali,2010-2015,60,5,0.02497
Mali,2010-2015,65,5,0.03939
Mali,2010-2015,70,5,0.06633
Mali,2010-2015,75,5,0.11145
Mali,2010-2015,80,5,0.18401
Mali,2010-2015,85,15,0.30873
Malta,2010-2015,0,1,0.00485
Malta,2010-2015,1,4,0.00024
Malta,2010-2015,5,5,0.00001
Malta,2010-2015,10,5,0.00007
Malta,2010-2015,15,5,0.00016
Malta,2010-2015,20,5,0.00036
Malta,2010-2015,25,5,0.00045
Malta,2010-2015,30,5,0.00053
Malta,2010-2015,35,5,0.00059
Malta,2010-2015,40,5,0.00098
Malta,2010-2015,45,5,0.00161
Malta,2010-2015,50,5,0.00290
Malta,2010-2015,55,5,0.00437
Malta,2010-2015,60,5,0.00765
Malta,2010-2015,65,5,0.01290
Malta,2010-2015,70,5,0.02287
Malta,2010-2015,75,5,0.04224
Malta,2010-2015,80,5,0.07753
Malta,2010-2015,85,15,0.17582
Martinique,2010-2015,0,1,0.00641
Martinique,2010-2015,1,4,0.00026
Martinique,2010-2015,5,5,0.00018
Martinique,2010-2015,10,5,0.00024
Martinique,2010-2015,15,5,0.00045
Martinique,2010-2015,20,5,0.00071
Martinique,2010-2015,25,5,0.00090
Martinique,2010-2015,30,5,0.00099
Martinique,2010-2015,35,5,0.00111
Martinique,2010-2015,40,5,0.00140
Martinique,2010-2015,45,5,0.00197
Martinique,2010-2015,50,5,0.00299
Martinique,2010-2015,55,5,0.00412
Martinique,2010-2015,60,5,0.00678
Martinique,2010-2015,65,5,0.01172
Martinique,2010-2015,70,5,0.01975
Martinique,2010-2015,75,5,0.03409
Martinique,2010-2015,80,5,0.05809
Martinique,2010-2015,85,15,0.13541
Dominica,2010-2015,0,1,0.00641
Dominica,2010-2015,1,4,0.00026
Dominica,2010-2015,5,5,0.00018
Dominica,2010-2015,10,5,0.00024
Dominica,2010-2015,15,5,0.00045
Dominica,2010-2015,20,5,0.00071
Dominica,2010-2015,25,5,0.00090
Dominica,2010-2015,30,5,0.00099
Dominica,2010-2015,35,5,0.00111
Dominica,2010-2015,40,5,0.00140
Dominica,2010-2015,45,5,0.00197
Dominica,2010-2015,50,5,0.00299
Dominica,2010-2015,55,5,0.00412
Dominica,2010-2015,60,5,0.00678
Dominica,2010-2015,65,5,0.01172
Dominica,2010-2015,70,5,0.01975
Dominica,2010-2015,75,5,0.03409
Dominica,2010-2015,80,5,0.05809
Dominica,2010-2015,85,15,0.13541
Mauritania,2010-2015,0,1,0.07088
Mauritania,2010-2015,1,4,0.00623
Mauritania,2010-2015,5,5,0.00178
Mauritania,2010-2015,10,5,0.00119
Mauritania,2010-2015,15,5,0.00180
Mauritania,2010-2015,20,5,0.00255
Mauritania,2010-2015,25,5,0.00275
Mauritania,2010-2015,30,5,0.00314
Mauritania,2010-2015,35,5,0.00368
Mauritania,2010-2015,40,5,0.00474
Mauritania,2010-2015,45,5,0.00618
Mauritania,2010-2015,50,5,0.00893
Mauritania,2010-2015,55,5,0.01295
Mauritania,2010-2015,60,5,0.02024
Mauritania,2010-2015,65,5,0.03226
Mauritania,2010-2015,70,5,0.05569
Mauritania,2010-2015,75,5,0.09661
Mauritania,2010-2015,80,5,0.16476
Mauritania,2010-2015,85,15,0.28858
Mauritius,2010-2015,0,1,0.01210
Mauritius,2010-2015,1,4,0.00057
Mauritius,2010-2015,5,5,0.00015
Mauritius,2010-2015,10,5,0.00021
Mauritius,2010-2015,15,5,0.00055
Mauritius,2010-2015,20,5,0.00091
Mauritius,2010-2015,25,5,0.00124
Mauritius,2010-2015,30,5,0.00154
Mauritius,2010-2015,35,5,0.00236
Mauritius,2010-2015,40,5,0.00324
Mauritius,2010-2015,45,5,0.00486
Mauritius,2010-2015,50,5,0.00728
Mauritius,2010-2015,55,5,0.01018
Mauritius,2010-2015,60,5,0.01609
Mauritius,2010-2015,65,5,0.02368
Mauritius,2010-2015,70,5,0.03658
Mauritius,2010-2015,75,5,0.05260
Mauritius,2010-2015,80,5,0.08630
Mauritius,2010-2015,85,15,0.16420
Mayotte,2010-2015,0,1,0.00421
Mayotte,2010-2015,1,4,0.00015
Mayotte,2010-2015,5,5,0.00010
Mayotte,2010-2015,10,5,0.00011
Mayotte,2010-2015,15,5,0.00038
